Institution,Professor Name (Original),Author ID,Paper Type,Paper Title,Year,Citation Count,Semantic Scholar URL,Final Link
UIUC,Paul Fischer,48319080,Most Cited,Long-Term Effects of Traffic-Related Air Pollution on Mortality in a Dutch Cohort (NLCS-AIR Study),2007,615,https://www.semanticscholar.org/paper/9b3603923bc165c02b8e26f2c622abbd32e1297d,https://doi.org/10.1289/ehp.10767
UIUC,Paul Fischer,48319080,Most Recent,Effects of Dutch livestock production on human health and the environment.,2020,52,https://www.semanticscholar.org/paper/3fe002fcbbf8dd334d8fdd539446823a6556392e,https://doi.org/10.1016/j.scitotenv.2020.139702
UIUC,Paul Fischer,48319080,Most Recent,Particulate air pollution from different sources and mortality in 7.5 million adults - The Dutch Environmental Longitudinal Study (DUELS).,2020,46,https://www.semanticscholar.org/paper/e0545384c090cefea617828a6cfbf26a9f3565de,https://doi.org/10.1016/j.scitotenv.2019.135778
UIUC,Paul Fischer,48319080,Most Recent,Air pollution during New Year’s fireworks and daily mortality in the Netherlands,2019,54,https://www.semanticscholar.org/paper/6463e5289b3e3a92242aac7698d5e4f470f3c84a,https://www.nature.com/articles/s41598-019-42080-6.pdf
UIUC,Paul Fischer,48319080,Most Recent,Heat wave effects on morbidity in the Netherlands using general practice data.,2019,1,https://www.semanticscholar.org/paper/d75c797804d22fc63c2e52475bf2a119a563a3b7,https://doi.org/10.1097/01.ee9.0000607552.35945.d9
UIUC,Paul Fischer,48319080,Most Recent,Long-Term Exposure to Air Pollution and Mortality among People with and without Diabetes and Asthma or COPD,2018,1,https://www.semanticscholar.org/paper/207406847fe8cb6fc34e2064c90119abba8d7568,https://doi.org/10.1289/ISESISEE.2018.O02.03.22
UIUC,Paul Fischer,48319080,Most Recent,Joint Association of Long-term Exposure to Both O3 and NO2 with Children's Respiratory Health.,2017,4,https://www.semanticscholar.org/paper/5bbac453cab602f12bf6a78029c93832e27eca9b,https://dspace.library.uu.nl/bitstream/handle/1874/359698/00001648_201701000_00030.pdf?sequence=1&isAllowed=y
UIUC,Paul Fischer,48319080,Most Recent,Particulate Matter Oxidative Potential and Mortality in 7 Million Adults – The Dutch Environmental Longitudinal Study (DUELS),2016,4,https://www.semanticscholar.org/paper/69576d09ddd5059354de41e111b5f0edbd5a629e,https://doi.org/10.1289/isee.2016.4009
UIUC,Paul Fischer,48319080,Most Recent,Spatial variation in nitrogen dioxide concentrations and cardiopulmonary hospital admissions.,2016,25,https://www.semanticscholar.org/paper/71b3bf6ad3e041cbe4f741d681125fa2af0a3154,https://dspace.library.uu.nl/bitstream/handle/1874/345560/Spatial.pdf?sequence=1&isAllowed=y
UIUC,Paul Fischer,48319080,Most Recent,Particulate matter air pollution components and risk for lung cancer.,2016,255,https://www.semanticscholar.org/paper/7e3ffadb4aec5b16e8a6127d2c9807e72d98d0c8,https://dspace.library.uu.nl/bitstream/handle/1874/345419/particulate.pdf?sequence=1&isAllowed=y
UIUC,Paul Fischer,48319080,Most Recent,Air pollution in perspective: Health risks of air pollution expressed in equivalent numbers of passively smoked cigarettes.,2016,69,https://www.semanticscholar.org/paper/977a929c95f967de2ee838b1681087ffd788b04d,https://doi.org/10.1016/j.envres.2016.04.001
UIUC,Petros Sofronis,15494645,Most Cited,Numerical analysis of hydrogen transport near a blunting crack tip,1989,632,https://www.semanticscholar.org/paper/d335d216802fa8c0e341281aed06f68718d3ef44,https://doi.org/10.1016/0022-5096(89)90002-1
UIUC,Petros Sofronis,15494645,Most Cited,Hydrogen Embrittlement Understood,2015,596,https://www.semanticscholar.org/paper/1b9bbfb943333a2dd0186e777d08570dc1f7b5e3,https://link.springer.com/content/pdf/10.1007/s11661-015-2836-1.pdf
UIUC,Petros Sofronis,15494645,Most Cited,"A statistical, physical-based, micro-mechanical model of hydrogen-induced intergranular fracture in steel",2010,421,https://www.semanticscholar.org/paper/e1e6b4b873a80f1c863afa30b5fe59a78296cd50,https://doi.org/10.1016/J.JMPS.2009.10.005
UIUC,Petros Sofronis,15494645,Most Cited,Enumeration of the hydrogen-enhanced localized plasticity mechanism for hydrogen embrittlement in structural materials,2019,415,https://www.semanticscholar.org/paper/1cdf87fb0875a952014c636dd8e67b0f7c4cf0d7,https://doi.org/10.1016/J.ACTAMAT.2018.12.014
UIUC,Petros Sofronis,15494645,Most Cited,Hydrogen Embrittlement Understood,2015,386,https://www.semanticscholar.org/paper/9bafc8b0ac776f6cce23c4b9d28f1ec9c529842a,https://link.springer.com/content/pdf/10.1007/s11663-015-0325-y.pdf
UIUC,Petros Sofronis,15494645,Most Cited,The role of hydrogen in hydrogen embrittlement fracture of lath martensitic steel,2012,359,https://www.semanticscholar.org/paper/beb73bed0ef60b4ab9bdb81053d2ecf5dde52c26,https://doi.org/10.1016/J.ACTAMAT.2012.06.040
UIUC,Petros Sofronis,15494645,Most Cited,On the formation and nature of quasi-cleavage fracture surfaces in hydrogen embrittled steels,2011,339,https://www.semanticscholar.org/paper/0d1dc853a0544c89d79e2402a4ff283afc390eae,https://doi.org/10.1016/J.ACTAMAT.2010.11.024
UIUC,Petros Sofronis,15494645,Most Cited,Hydrogen-induced intergranular failure in nickel revisited,2012,330,https://www.semanticscholar.org/paper/e2011fd34f229625bc29adef2c60e0261c11e612,https://doi.org/10.1016/J.ACTAMAT.2012.01.040
UIUC,Petros Sofronis,15494645,Most Cited,Mechanics of the hydrogendashdislocationdashimpurity interactions-I. Increasing shear modulus,1995,313,https://www.semanticscholar.org/paper/708673e11d4cfb304f0e9a4b73f0c3d8e152e4e2,https://doi.org/10.1016/0022-5096(94)00056-B
UIUC,Petros Sofronis,15494645,Most Cited,Hydrogen-enhanced-plasticity mediated decohesion for hydrogen-induced intergranular and “quasi-cleavage” fracture of lath martensitic steels,2018,285,https://www.semanticscholar.org/paper/01069d55076966b61e82c04af9923cc5f258e3a8,http://manuscript.elsevier.com/S0022509617307810/pdf/S0022509617307810.pdf
UIUC,Petros Sofronis,15494645,Most Recent,Tailoring composition and deformation modes at the microstructural level for next generation low-cost high-strength austenitic stainless steels,2025,0,https://www.semanticscholar.org/paper/33ce1a70ee78051ba003a2a7921c57218f96dac4,https://doi.org/10.2172/2588951
UIUC,Petros Sofronis,15494645,Most Recent,Toward a fracture mechanics based prediction of failure under high temperature hydrogen attack,2024,0,https://www.semanticscholar.org/paper/336351d49823ddd8696442d2e6effd265d870ce4,https://doi.org/10.1016/j.ijhydene.2024.05.456
UIUC,Petros Sofronis,15494645,Most Recent,Mechanistic model for hydrogen accelerated fatigue crack growth in a low carbon steel,2024,0,https://www.semanticscholar.org/paper/f08f8d49cb02aff5af4b34cabc935421322757c5,https://doi.org/10.1016/j.ijhydene.2024.05.351
UIUC,Petros Sofronis,15494645,Most Recent,Three-dimensional constraint-based void-growth model for high temperature hydrogen attack,2023,2,https://www.semanticscholar.org/paper/46e43930a89b5b639da636addc4f80e511800ca2,https://doi.org/10.1007/s10704-023-00739-2
UIUC,Petros Sofronis,15494645,Most Recent,Effects of diffusion and primary creep on intergranular cavitation at high temperatures,2022,1,https://www.semanticscholar.org/paper/526f4126b0f5b0ea02f52a2e363db17a705ce830,https://doi.org/10.1007/s10704-022-00640-4
UIUC,Petros Sofronis,15494645,Most Recent,Effect of Hydrogen on Creep Properties,2022,2,https://www.semanticscholar.org/paper/5553923af81b203d31c2b54b1a62d4d634dd3c75,https://doi.org/10.1007/978-3-030-92381-5_146
UIUC,Petros Sofronis,15494645,Most Recent,Achieving a Carbon Neutral Future through Advanced Functional Materials and Technologies,2022,56,https://www.semanticscholar.org/paper/8094dd04c0a39037d1249dfc073ec72adc3c6e59,https://doi.org/10.1246/bcsj.20210323
UIUC,Petros Sofronis,15494645,Most Recent,Hydrogen-induced cracking and blistering in steels: A review,2022,96,https://www.semanticscholar.org/paper/827e9f272ec0906e82bbaa4c5c060fe199578123,http://manuscript.elsevier.com/S1875510022001378/pdf/S1875510022001378.pdf
UIUC,Petros Sofronis,15494645,Most Recent,Challenges toward achieving a successful hydrogen economy in the US: Potential end-use and infrastructure analysis to the year 2100,2022,26,https://www.semanticscholar.org/paper/ffe6f2f0e3a2f7ec6470eae7ca9d0b620fd87210,https://repository.kulib.kyoto-u.ac.jp/dspace/bitstream/2433/275876/1/j.clpl.2022.100012.pdf
UIUC,Petros Sofronis,15494645,Most Recent,Modeling the Hydrogen Effect on the Constitutive Response of a Low Carbon Steel in Cyclic Loading,2021,5,https://www.semanticscholar.org/paper/2a5da4a656f74584f0a389156e919703fb62923b,https://doi.org/10.1115/1.4049076
UIUC,Placid Ferreira,145577383,Most Cited,High-resolution electrohydrodynamic jet printing.,2007,1344,https://www.semanticscholar.org/paper/3e79a7e75d85796a2ae0f38bbbd623a3a823bbca,https://doi.org/10.1038/NMAT1974
UIUC,Placid Ferreira,145577383,Most Cited,Printed Assemblies of Inorganic Light-Emitting Diodes for Deformable and Semitransparent Displays,2009,797,https://www.semanticscholar.org/paper/5588fe14854a5a2c6a95f5502d061dda08be4d48,https://www.osti.gov/biblio/1876039
UIUC,Placid Ferreira,145577383,Most Cited,"Ultrathin silicon solar microcells for semitransparent, mechanically flexible and microconcentrator module designs.",2008,611,https://www.semanticscholar.org/paper/692b60660c72c19755985f1c8cebfeae6adecd46,https://www.osti.gov/biblio/1876410
UIUC,Placid Ferreira,145577383,Most Cited,"Mechanisms, Capabilities, and Applications of High-Resolution Electrohydrodynamic Jet Printing.",2015,498,https://www.semanticscholar.org/paper/5e8cccab2f699cf01e87ce3a7519af487348a580,https://doi.org/10.1002/smll.201500593
UIUC,Placid Ferreira,145577383,Most Cited,Microstructured elastomeric surfaces with reversible adhesion and examples of their use in deterministic assembly by transfer printing,2010,399,https://www.semanticscholar.org/paper/88b6deedb3831dfd886fb9c60a2a64a82a283915,https://europepmc.org/articles/pmc2951455?pdf=render
UIUC,Placid Ferreira,145577383,Most Cited,"Design analysis, fabrication and testing of a parallel-kinematic micropositioning XY stage",2007,249,https://www.semanticscholar.org/paper/f0d5d74ab82ddec806637179b57f2864ed63b183,https://doi.org/10.1016/J.IJMACHTOOLS.2006.07.007
UIUC,Placid Ferreira,145577383,Most Cited,Computation of stiffness and stiffness bounds for parallel link manipulators 1 This research was sup,1999,234,https://www.semanticscholar.org/paper/fd8c6548a243aef3bac0924d6ee8ebe8151d819c,https://doi.org/10.1016/S0890-6955(98)00039-X
UIUC,Placid Ferreira,145577383,Most Cited,Feed-rate optimization with jerk constraints for generating minimum-time trajectories,2007,189,https://www.semanticscholar.org/paper/e3a8d52e71a49468f2bbade1bb3e6d74f18a8f8d,https://doi.org/10.1016/J.IJMACHTOOLS.2007.03.006
UIUC,Placid Ferreira,145577383,Most Cited,Polynomial-complexity deadlock avoidance policies for sequential resource allocation systems,1997,188,https://www.semanticscholar.org/paper/6e03258a959a30a9b2f882a8c07bebce8cbd0a5a,https://doi.org/10.1109/9.633824
UIUC,Placid Ferreira,145577383,Most Cited,Non-lithographic patterning and metal-assisted chemical etching for manufacturing of tunable light-emitting silicon nanowire arrays,2010,180,https://www.semanticscholar.org/paper/b74509811731e04dc9864cc13a5a95ba063af810,https://doi.org/10.1021/nl903841a
UIUC,Placid Ferreira,145577383,Most Recent,Tunable Adhesion of Shape Memory Polymer Dry Adhesive Soft Robotic Gripper via Stiffness Control,2023,22,https://www.semanticscholar.org/paper/4893ab3a9619ca7ab6bb356f58678c5f4b7247ef,https://www.mdpi.com/2218-6581/12/2/59/pdf?version=1681727443
UIUC,Placid Ferreira,145577383,Most Recent,Dual Coil Patterned Ultra‐Thin Silicon Film Enable by Double‐Sided Process,2023,2,https://www.semanticscholar.org/paper/8d8beccd8302de62ebec64da4479f230c3754974,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/admi.202300158
UIUC,Placid Ferreira,145577383,Most Recent,PERFORMANCE EVALUATION OF STRUCTURALLY CONTROLLED FMS: EXACT AND APPROXIMATE APPROACHES,2023,0,https://www.semanticscholar.org/paper/9a82fc232ede6c9cf594f7a62ee9087349aa8483,https://doi.org/10.1615/faim1996.860
UIUC,Placid Ferreira,145577383,Most Recent,Stamping colors with solid-state superionic stamping (S4),2022,4,https://www.semanticscholar.org/paper/1ddeb81bd3a1df2569b81c7e936b020f9f319be3,https://doi.org/10.1016/j.jmapro.2022.04.032
UIUC,Placid Ferreira,145577383,Most Recent,Surrogate Neural Network Model for Sensitivity Analysis and Uncertainty Quantification of the Mechanical Behavior in the Optical Lens-Barrel Assembly,2022,21,https://www.semanticscholar.org/paper/45c7e42e6cdf8f89e68eb298c8eeb33d34ab1617,https://arxiv.org/pdf/2201.09659
UIUC,Placid Ferreira,145577383,Most Recent,Operating System for Cyber-Physical Manufacturing (OSCM): A Flexible Event-Driven Shopfloor Information Platform for Advanced Manufacturing,2022,2,https://www.semanticscholar.org/paper/5b937fabed852608662326ee7018c341c89960fa,https://doi.org/10.1115/msec2022-85576
UIUC,Placid Ferreira,145577383,Most Recent,Monitoring and Diagnosis of Multistage Manufacturing Processes Using Hierarchical Bayesian Networks,2021,13,https://www.semanticscholar.org/paper/41bbb42f61a09b38c88659f63448b91c3f25fa37,https://doi.org/10.1016/j.promfg.2021.06.007
UIUC,Placid Ferreira,145577383,Most Recent,Accommodating Casting and Fixturing Errors by Adjusting the Machining Coordinate Frame,2020,2,https://www.semanticscholar.org/paper/02d417d02e165f485ae1b68cb914b985f53b0e26,https://doi.org/10.1115/1.4048716
UIUC,Placid Ferreira,145577383,Most Recent,Active Elastomeric Composite Dense Array Stamp For Micro-transfer Printing,2020,3,https://www.semanticscholar.org/paper/05924ad7bb11876b46b53fbe5492ce4d08eb7d00,https://doi.org/10.1016/j.promfg.2020.05.021
UIUC,Placid Ferreira,145577383,Most Recent,Multi-objective optimization of peel and shear strengths in ultrasonic metal welding using machine learning-based response surface methodology.,2020,25,https://www.semanticscholar.org/paper/571e6864cca20f3e83d376694ab7433939d685a6,https://doi.org/10.3934/mbe.2020379
UIUC,Prashant Mehta,1773940,Most Cited,Mistuning-Based Control Design to Improve Closed-Loop Stability Margin of Vehicular Platoons,2008,263,https://www.semanticscholar.org/paper/3e92162562f678d1259596f877e31b28f8b83c8a,http://arxiv.org/pdf/0812.1030
UIUC,Prashant Mehta,1773940,Most Cited,Learning in Mean-Field Games,2014,197,https://www.semanticscholar.org/paper/15ddf13e4f9aa44fbca94cf11c005628f1a979c5,https://doi.org/10.1109/TAC.2013.2287733
UIUC,Prashant Mehta,1773940,Most Cited,Feedback Particle Filter,2013,168,https://www.semanticscholar.org/paper/163b75741f6ea37e30e165dc0ab2231d50a08898,https://arxiv.org/pdf/1302.6563
UIUC,Prashant Mehta,1773940,Most Cited,Nash Equilibrium Problems With Scaled Congestion Costs and Shared Constraints,2011,163,https://www.semanticscholar.org/paper/7209911a20740247559ce27a387a4b52699057db,https://doi.org/10.1109/TAC.2011.2137590
UIUC,Prashant Mehta,1773940,Most Cited,Synchronization of coupled oscillators is a game,2010,154,https://www.semanticscholar.org/paper/782c0f6770b88efe266be03c004f23b3c2493be9,https://doi.org/10.1109/ACC.2010.5531465
UIUC,Prashant Mehta,1773940,Most Cited,Building thermal model reduction via aggregation of states,2010,146,https://www.semanticscholar.org/paper/b850136b49ff2824bf611df843fba30ba53724a5,https://doi.org/10.1109/ACC.2010.5530470
UIUC,Prashant Mehta,1773940,Most Cited,Q-learning and Pontryagin's Minimum Principle,2009,142,https://www.semanticscholar.org/paper/08f9cf7221633725a652f990dacd6a2718f85f28,https://doi.org/10.1109/CDC.2009.5399753
UIUC,Prashant Mehta,1773940,Most Cited,Lyapunov Measure for Almost Everywhere Stability,2008,124,https://www.semanticscholar.org/paper/ad4271281f5713d8cbc71962c7119654779b2690,https://doi.org/10.1109/TAC.2007.914955
UIUC,Prashant Mehta,1773940,Most Cited,Multivariable feedback particle filter,2012,107,https://www.semanticscholar.org/paper/68115300530759be7e359aad82e65699c7dd556c,https://www.sciencedirect.com/science/article/am/pii/S000510981630142X
UIUC,Prashant Mehta,1773940,Most Cited,Model Predictive Control of Central Chiller Plant With Thermal Energy Storage Via Dynamic Programming and Mixed-Integer Linear Programming,2015,105,https://www.semanticscholar.org/paper/57e4140217e5a97ea703718c628a9c6f05e55479,https://escholarship.org/content/qt24w1z4x6/qt24w1z4x6.pdf?t=odlw0u
UIUC,Prashant Mehta,1773940,Most Recent,Functional Role of Synchronization: A Mean-Field Control Perspective,2025,0,https://www.semanticscholar.org/paper/c08208634b0ae6a39d1190b5a08b3159f1a564c5,http://arxiv.org/pdf/2502.00590
UIUC,Prashant Mehta,1773940,Most Recent,Divergence metrics in the study of Markov and hidden Markov processes,2024,0,https://www.semanticscholar.org/paper/3af0aa09321b14c53a81ebc9ae44c0878292d969,https://www.semanticscholar.org/paper/3af0aa09321b14c53a81ebc9ae44c0878292d969
UIUC,Prashant Mehta,1773940,Most Recent,Dual Ensemble Kalman Filter for Stochastic Optimal Control,2024,2,https://www.semanticscholar.org/paper/5b94533c7dd1c086bbd2200e8bde1f44fda6ad7f,https://doi.org/10.1109/CDC56724.2024.10886131
UIUC,Prashant Mehta,1773940,Most Recent,Variance Decay Property for Filter Stability,2023,4,https://www.semanticscholar.org/paper/870945911fd4b05f2e4654060bdc26e53fa47827,https://arxiv.org/pdf/2305.12850
UIUC,Prashant Mehta,1773940,Most Recent,"Topology, dynamics, and control of an octopus-analog muscular hydrostat",2023,5,https://www.semanticscholar.org/paper/c74f790fa6f89c6b8ce7c840091f154257eca5c5,http://arxiv.org/pdf/2304.08413
UIUC,Prashant Mehta,1773940,Most Recent,A Survey of Feedback Particle Filter and related Controlled Interacting Particle Systems (CIPS),2023,25,https://www.semanticscholar.org/paper/dc08072f3d1a03815497c7f3cda8e579230e6e5e,http://arxiv.org/pdf/2301.00935
UIUC,Prashant Mehta,1773940,Most Recent,Hierarchical Control and Learning of a Foraging CyberOctopus,2023,10,https://www.semanticscholar.org/paper/ed929be356f05600afa3cee6d20f7412b2a98dc1,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aisy.202300088
UIUC,Prashant Mehta,1773940,Most Recent,Stochastic control and stability with applications: Ari Arapostathis memorial issue,2023,0,https://www.semanticscholar.org/paper/f8c337f56098a8bb1331077bbc4be1828d1381b3,https://doi.org/10.1016/j.sysconle.2023.105491
UIUC,Prashant Mehta,1773940,Most Recent,Duality for Nonlinear Filtering I: Observability,2022,12,https://www.semanticscholar.org/paper/1346f52d866d0514663ea315e235fad327813092,http://arxiv.org/pdf/2208.06586
UIUC,Prashant Mehta,1773940,Most Recent,Energy-shaping control of a muscular octopus arm moving in three dimensions,2022,27,https://www.semanticscholar.org/paper/3aaa2d5211a71b387b34704b32653d3a97c6c04d,https://royalsocietypublishing.org/doi/pdf/10.1098/rspa.2022.0593
UIUC,Randy H. Ewoldt,143620353,Most Cited,A review of nonlinear oscillatory shear tests: Analysis and application of large amplitude oscillatory shear (LAOS),2011,1381,https://www.semanticscholar.org/paper/2737599ae9cfe2d25bc8c65b6552e6debc4c7c60,https://doi.org/10.1016/J.PROGPOLYMSCI.2011.02.002
UIUC,Randy H. Ewoldt,143620353,Most Cited,New measures for characterizing nonlinear viscoelasticity in large amplitude oscillatory shear,2008,842,https://www.semanticscholar.org/paper/10986189df390cd5f2b7f7ebb3cf97da4aed0d6f,http://arxiv.org/pdf/0710.5509
UIUC,Randy H. Ewoldt,143620353,Most Cited,Helicobacter pylori moves through mucus by reducing mucin viscoelasticity,2009,434,https://www.semanticscholar.org/paper/b823db5beefecdac5c18da4ee4bad9daae552f0f,https://europepmc.org/articles/pmc2732822?pdf=render
UIUC,Randy H. Ewoldt,143620353,Most Cited,Fingerprinting Soft Materials: A Framework for Characterizing Nonlinear Viscoelasticity,2007,390,https://www.semanticscholar.org/paper/0a3f7619f64b0574efed3d63460ce0f4681a02f7,http://arxiv.org/pdf/0710.5509
UIUC,Randy H. Ewoldt,143620353,Most Cited,Large amplitude oscillatory shear of pseudoplastic and elastoviscoplastic materials,2010,364,https://www.semanticscholar.org/paper/650effbc4810747e3c4ea6553682bed1c86fdfa6,https://doi.org/10.1007/S00397-009-0403-7
UIUC,Randy H. Ewoldt,143620353,Most Cited,Rheology of gastric mucin exhibits a pH-dependent sol-gel transition.,2007,286,https://www.semanticscholar.org/paper/c7ee30dbbda50c5ea639bca38b21a60cdec66d00,http://web.mit.edu/nnf/publications/GHM107.pdf
UIUC,Randy H. Ewoldt,143620353,Most Cited,Experimental Challenges of Shear Rheology: How to Avoid Bad Data,2015,259,https://www.semanticscholar.org/paper/a903d386b2d2f209a0f2697a332532bc6f5c403c,https://doi.org/10.1007/978-1-4939-2065-5_6
UIUC,Randy H. Ewoldt,143620353,Most Cited,Describing and prescribing the constitutive response of yield stress fluids using large amplitude oscillatory shear stress (LAOStress),2013,252,https://www.semanticscholar.org/paper/175325fb51536b43a85f68243938a8be9a61ce7e,https://dspace.mit.edu/bitstream/1721.1/79096/1/McKinley_Describing%20and%20prescribing.pdf
UIUC,Randy H. Ewoldt,143620353,Most Cited,Rheological fingerprinting of gastropod pedal mucus and synthetic complex fluids for biomimicking adhesive locomotion.,2007,226,https://www.semanticscholar.org/paper/7f3c7c887644a035388af4aa880c35ed07283131,https://lirias.kuleuven.be/bitstream/123456789/81337/1/CCJ21_2007_Ewoldt_Clasen_Hosoi_McKinley_Soft_Matter_post-print.pdf
UIUC,Randy H. Ewoldt,143620353,Most Cited,On secondary loops in LAOS via self-intersection of Lissajous–Bowditch curves,2010,162,https://www.semanticscholar.org/paper/35b7d5162441fc48a8c9d16aab907e8c5b87359b,https://doi.org/10.1007/S00397-009-0408-2
UIUC,Randy H. Ewoldt,143620353,Most Recent,Decoding the Effect of Anion Identity on the Solubility of N-(2-(2-Methoxyethoxy)ethyl)phenothiazine (MEEPT),2025,1,https://www.semanticscholar.org/paper/241fe7845b57b2d7dee0d9dcb518049045706d25,https://doi.org/10.1021/acs.energyfuels.5c00472
UIUC,Randy H. Ewoldt,143620353,Most Recent,Egg yolk as a model for gelation: From rheometry to flow physics,2025,4,https://www.semanticscholar.org/paper/8ee975ecee4cc6b44f9880d111a243ddb082c2ad,http://arxiv.org/pdf/2502.10952
UIUC,Randy H. Ewoldt,143620353,Most Recent,Morphogenic Growth 3D Printing,2025,2,https://www.semanticscholar.org/paper/95bc553303ddb3251bcf2b0769c43b00d6319551,https://doi.org/10.1002/adma.202406265
UIUC,Randy H. Ewoldt,143620353,Most Recent,Active Learning Guided Optimization of Frontal Ring-Opening Metathesis Polymerization via Alkylidene Modification.,2025,2,https://www.semanticscholar.org/paper/b125b94284733587889e113c99732b94623d65dc,https://doi.org/10.1021/acsmacrolett.5c00136
UIUC,Randy H. Ewoldt,143620353,Most Recent,Instrument stiffness artifacts: avoiding bad data with operational limit lines of Gmax\documentclass[12pt]{minimal} \usepackage{amsmath} \usepackage{wasysym} \usepackage{amsfonts} \usepackage{amssymb} \usepackage{amsbsy} \usepackage{mathrsfs} \usepackage{upgreek} \setlength{\oddsidemargin}{-69pt} \b,2025,4,https://www.semanticscholar.org/paper/b620de4243b9f6c815ccb5859afb3cd006ec84ff,https://doi.org/10.1007/s00397-024-01481-9
UIUC,Randy H. Ewoldt,143620353,Most Recent,Stretching the Printability Metric in Direct-ink Writing with Highly Extensible Yield-Stress Fluids,2025,0,https://www.semanticscholar.org/paper/bad6088e0118b68bf94d6392268c3e9650568ee9,https://www.semanticscholar.org/paper/bad6088e0118b68bf94d6392268c3e9650568ee9
UIUC,Randy H. Ewoldt,143620353,Most Recent,"Fast 3D printing of fine, continuous, and soft fibers via embedded solvent exchange",2025,7,https://www.semanticscholar.org/paper/f543a81f3469f899e341332adfb1d0cbd64c3b68,https://doi.org/10.1038/s41467-025-55972-1
UIUC,Randy H. Ewoldt,143620353,Most Recent,Unraveling Reactivity Differences: Room-Temperature Ring-Opening Metathesis Polymerization (ROMP) versus Frontal ROMP.,2024,23,https://www.semanticscholar.org/paper/26bd70cd64c7d17178bc3fe6dbc6270e3c11add3,https://doi.org/10.1021/jacs.4c01578
UIUC,Randy H. Ewoldt,143620353,Most Recent,Organo-disulfide-based particles enable controlled stimulus-triggered cleaning of electrode surfaces,2024,1,https://www.semanticscholar.org/paper/2b03e44a0951c30e664df878bd459707fd9cd3ac,https://doi.org/10.1039/d4lp00250d
UIUC,Randy H. Ewoldt,143620353,Most Recent,Rheological modeling of frontal-polymerization-based direct ink writing of thermoset polymers,2024,11,https://www.semanticscholar.org/paper/35aa388a04470d29629d4991128e1bf12b5882be,https://www.sciencedirect.com/science/article/am/pii/S0045782523006898
UIUC,Sameh Tawfick,4142554,Most Cited,Carbon Nanotubes: Present and Future Commercial Applications,2013,4976,https://www.semanticscholar.org/paper/5d76924c0437d886d81c4f0f520eb5cfa8ff24fd,https://doi.org/10.1126/science.1222453
UIUC,Sameh Tawfick,4142554,Most Cited,Engineering of Micro‐ and Nanostructured Surfaces with Anisotropic Geometries and Properties,2012,228,https://www.semanticscholar.org/paper/a9c0d10fffafaaeaf874a21e531960c0122df65b,https://doi.org/10.1002/adma.201103796
UIUC,Sameh Tawfick,4142554,Most Cited,Diverse 3D Microarchitectures Made by Capillary Forming of Carbon Nanotubes,2010,211,https://www.semanticscholar.org/paper/39bb48d41b2d448abc3a8fc0fa17a5a4a8e7d215,http://deepblue.lib.umich.edu/bitstream/2027.42/78216/1/4384_ftp.pdf
UIUC,Sameh Tawfick,4142554,Most Cited,Tailoring the mechanical properties of 2D materials and heterostructures,2018,178,https://www.semanticscholar.org/paper/f3effa711cf153aec4749c6b3746236267a9294e,https://doi.org/10.1088/2053-1583/aac764
UIUC,Sameh Tawfick,4142554,Most Cited,Engineering vertically aligned carbon nanotube growth by decoupled thermal treatment of precursor and catalyst.,2009,177,https://www.semanticscholar.org/paper/afb80fc257078e383963ec2bdbbd282f29a01858,https://doi.org/10.1021/nn900446a
UIUC,Sameh Tawfick,4142554,Most Cited,"Unipolar stroke, electroosmotic pump carbon nanotube yarn muscles",2021,158,https://www.semanticscholar.org/paper/af6ca9ae91963fd3326db51fbdaeb410a55f1785,https://doi.org/10.1126/science.abc4538
UIUC,Sameh Tawfick,4142554,Most Cited,A crawling robot driven by multi-stable origami,2017,155,https://www.semanticscholar.org/paper/439cc234d9bdfb3850e3570fffa499fd55e394aa,https://doi.org/10.1088/1361-665X/aa721e
UIUC,Sameh Tawfick,4142554,Most Cited,Flexible high-conductivity carbon-nanotube interconnects made by rolling and printing.,2009,118,https://www.semanticscholar.org/paper/4efb57d4ba4cdbe263a1ec38973f814023d176d9,http://deepblue.lib.umich.edu/bitstream/2027.42/64295/1/2467_ftp.pdf
UIUC,Sameh Tawfick,4142554,Most Cited,Fabrication and electrical integration of robust carbon nanotube micropillars by self-directed elastocapillary densification,2010,85,https://www.semanticscholar.org/paper/b95b8f20a7189340a35936e5afc460ac3956c0c2,http://deepblue.lib.umich.edu/bitstream/2027.42/90802/1/0960-1317_21_4_045033.pdf
UIUC,Sameh Tawfick,4142554,Most Cited,Electrically Addressable Hybrid Architectures of Zinc Oxide Nanowires Grown on Aligned Carbon Nanotubes,2010,75,https://www.semanticscholar.org/paper/c0a62ca30e5604723aa526b6775f131f3ee262ad,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adfm.201000249
UIUC,Sameh Tawfick,4142554,Most Recent,Physics of unravelling and micromechanics of hagfish threads.,2025,1,https://www.semanticscholar.org/paper/22b91a6d5dff46a58da5c0a12f63a8bf69952e42,https://doi.org/10.1098/rsif.2025.0503
UIUC,Sameh Tawfick,4142554,Most Recent,Equilibrium-gated pattern formation: How molecular dissociation thermodynamics drive emergent behavior in dissipative polymeric systems.,2025,0,https://www.semanticscholar.org/paper/285af4beb608173275944240907f9495eb5b9870,https://doi.org/10.1073/pnas.2503176122
